91,False,False,Garcia Lopez Jose,[],/biz/garcia-lopez-jose-murcia?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Molina+de+Segura%2C+Murcia'}]",,0,False,0,,[],968 854 278,,,,[],{},garcia-lopez-jose-murcia,
92,False,False,Collado,[],/biz/collado-murcia?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Molina+de+Segura%2C+Murcia'}]",,0,False,0,,[],968 904 442,,,,[],{},collado-murcia,
93,False,False,Baños Garre,[],/biz/ba%C3%B1os-garre-vista-alegre-2?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Molina+de+Segura%2C+Murcia'}]",,0,False,0,,[],968 235 819,,,,[],{},baños-garre-vista-alegre-2,
94,False,False,Botias Manuel Francisco,[],/biz/botias-manuel-francisco-san-basilio?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Molina+de+Segura%2C+Murcia'}]",,0,False,0,,[],968 291 419,,,,[],{},botias-manuel-francisco-san-basilio,
95,False,False,Olegario Perez,[],/biz/olegario-perez-archena?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Molina+de+Segura%2C+Murcia'}]",,0,False,0,,[],968 674 134,,,,[],{},olegario-perez-archena,
96,False,False,Alfonso Cristian y Jose Ricardo,[],/biz/alfonso-cristian-y-jose-ricardo-archena?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Molina+de+Segura%2C+Murcia'}]",,0,False,0,,[],968 670 013,,,,[],{},alfonso-cristian-y-jose-ricardo-archena,
97,False,False,Confiteria Maiquez,[],/biz/confiteria-maiquez-murcia?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Molina+de+Segura%2C+Murcia'}]",,0,False,0,,[],968 211 262,,,,[],{},confiteria-maiquez-murcia,
98,False,False,Panarro Foods,[],/biz/panarro-foods-archena-2?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Molina+de+Segura%2C+Murcia'}]",,0,False,0,,[],968 682 508,,,,[],{},panarro-foods-archena-2,
99,False,False,Diaz Noguera Jose,[],/biz/diaz-noguera-jose-murcia?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Molina+de+Segura%2C+Murcia'}]",,0,False,0,,[],968 345 512,,,,[],{},diaz-noguera-jose-murcia,
100,False,False,Olmos Saura Pedro,[],/biz/olmos-saura-pedro-murcia?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Molina+de+Segura%2C+Murcia'}]",,0,False,0,,[],968 840 347,,,,[],{},olmos-saura-pedro-murcia,
