161,False,False,Muralha Doce,[],/biz/muralha-doce-obidos?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}, {'title': 'Grocery', 'url': '/search?find_desc=Grocery&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],,,,,[],{},muralha-doce-obidos,
162,False,False,José Marques - Padaria,[],/biz/jos%C3%A9-marques-padaria-alcoba%C3%A7a?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],,,,,[],{},josé-marques-padaria-alcobaça,
163,False,False,Pão Quente Vila,[],/biz/p%C3%A3o-quente-vila-alcoba%C3%A7a?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],,,,,[],{},pão-quente-vila-alcobaça,
164,False,False,Pão de Ló ‘Ti’Piedade’ Pastelaria Regional e Similares’,[],/biz/p%C3%A3o-de-l%C3%B3-tipiedade-pastelaria-regional-e-similares-cadaval?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],262 741 040,,,,[],{},pão-de-ló-tipiedade-pastelaria-regional-e-similares-cadaval,
165,False,False,Padaria Pastelaria Espiga do Campo,[],/biz/padaria-pastelaria-espiga-do-campo-alcoba%C3%A7a?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],262 509 552,,,,[],{},padaria-pastelaria-espiga-do-campo-alcobaça,
166,False,False,Dionísio José Candeias Rosa Gomes,[],/biz/dion%C3%ADsio-jos%C3%A9-candeias-rosa-gomes-bombarral?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],,,,,[],{},dionísio-josé-candeias-rosa-gomes-bombarral,
167,False,False,Luis Filipe de Oliveira Batista,[],/biz/luis-filipe-de-oliveira-batista-cadaval?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],,,,,[],{},luis-filipe-de-oliveira-batista-cadaval,
168,False,False,Maria da Nazaré Marques Soares Vieira,[],/biz/maria-da-nazar%C3%A9-marques-soares-vieira-peniche?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],,,,,[],{},maria-da-nazaré-marques-soares-vieira-peniche,
169,False,False,Pastelaria Special Cakes,[],/biz/pastelaria-special-cakes-alcoba%C3%A7a?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],,,,,[],{},pastelaria-special-cakes-alcobaça,
170,False,False,Manuel Luis Ferreira Duarte,[],/biz/manuel-luis-ferreira-duarte-alcoba%C3%A7a?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],262 919 398,,,,[],{},manuel-luis-ferreira-duarte-alcobaça,
171,False,False,Fernanda Paula,[],/biz/fernanda-paula-peniche?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],,,,,[],{},fernanda-paula-peniche,
172,False,False,Padaria Santa Marta,[],/biz/padaria-santa-marta-alcoba%C3%A7a?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],,,,,[],{},padaria-santa-marta-alcobaça,
173,False,False,Pastelaria Alcobacense,[],/biz/pastelaria-alcobacense-alcoba%C3%A7a?osq=bakeries,"[{'title': 'Bakeries', 'url': '/search?find_desc=Bakeries&amp;find_loc=Caldas+da+Rainha'}]",,0,True,0,,[],262 596 248,,,,[],{},pastelaria-alcobacense-alcobaça,
